7936981242,200,2025-03-16,598
0250709219,100,2025-04-27,193
9792253337,200,2025-04-20,0
1087737182,100,2025-05-18,0
4130114207,200,2025-04-27,266
9375037384,100,2025-01-05,178
2966353402,100,2025-03-09,190
5976721179,150,2025-03-09,0
2760747873,150,2025-01-19,300
9271814308,200,2025-01-19,454
6896783597,100,2025-01-12,588
7538524723,100,2025-05-11,109
2387246076,150,2025-04-20,197
9778690366,100,2025-05-25,190
0453260549,150,2025-01-12,218
0330490806,200,2025-05-25,0
4581273569,100,2025-05-04,262
2463962967,200,2025-03-02,505
7543474601,200,2025-03-23,121
1898257038,150,2025-05-04,0
8797939641,150,2025-05-11,0
6972811616,200,2025-03-30,2355
7094855277,100,2025-03-23,263
0545887605,200,2025-01-05,0
3810560560,200,2025-04-27,516
6058590255,150,2025-05-18,0
6353492183,150,2025-03-02,919738
1105680749,200,2025-01-26,476
2333207106,200,2025-01-12,2523
2204602987,200,2025-03-30,0
6107190985,200,2025-04-13,108
3941631984,150,2025-03-16,392
0265122351,100,2025-03-09,292
9524592584,100,2025-03-09,0
1583007123,100,2025-03-16,127
5617793470,100,2025-01-05,166
9837325641,100,2025-03-30,4177946
4228685447,200,2025-04-06,2799
8208917566,100,2025-04-13,163
6904642911,150,2025-05-11,0
4170080438,150,2025-01-12,0
7641752525,200,2025-05-04,0
2600081635,150,2025-04-27,289
3254728299,150,2025-05-04,1321
4275731238,150,2025-04-20,0
7661277616,100,2025-01-05,0
5863544568,100,2025-01-12,171
5933808033,200,2025-05-25,531
9966307215,150,2025-05-25,415
0949097561,150,2025-01-19,2234
5073786638,150,2025-03-30,0
5169251595,100,2025-03-23,98
7918977035,100,2025-05-11,145
5594730725,150,2025-05-11,143
5493304860,100,2025-05-04,0
6984916158,100,2025-04-13,286
3062262830,200,2025-05-18,446
3302154162,100,2025-04-27,0
0243525151,150,2025-03-23,0
3795844740,200,2025-01-26,1138
7458444765,200,2025-04-20,2408
4548629550,100,2025-03-30,248
0613845085,200,2025-01-26,551
1626182008,200,2025-05-25,0
2422434378,150,2025-05-25,232
6849876800,100,2025-05-18,1412
2775872210,100,2025-03-16,144
8029228415,200,2025-04-27,426
1712202500,100,2025-03-30,1338
7190035932,150,2025-04-06,431
1678919923,150,2025-03-02,262
4610989541,100,2025-04-27,270
2908287026,150,2025-03-02,411
5572686672,150,2025-01-05,1170
8419010869,200,2025-05-18,585
2866123154,100,2025-05-25,0
4614969475,100,2025-03-23,197
5737938649,100,2025-03-30,399347
6282584231,100,2025-05-04,211
4987031257,150,2025-04-27,375
