9650967688,200,2025-03-16,278
1953617225,100,2025-04-20,64
0513612973,100,2025-04-13,232
3129529095,150,2025-04-20,0
7066532128,150,2025-04-27,0
0722200431,150,2025-01-19,395
5793704413,150,2025-01-12,270
4123523446,150,2025-05-18,295
7839265139,150,2025-01-05,234
3507340340,100,2025-05-04,185
6955142593,100,2025-05-25,264
2430347959,200,2025-04-20,84
1140733439,200,2025-04-27,296
0393676882,150,2025-01-05,0
5987365399,150,2025-04-06,0
3377014930,150,2025-04-27,369
5942891178,100,2025-05-04,0
2176471622,150,2025-01-26,4709103
0017732687,200,2025-01-19,1638
2268427297,100,2025-03-23,137
3841371495,200,2025-05-04,597
7377830768,100,2025-01-05,202
8653579735,150,2025-04-27,1504
8481632955,150,2025-01-05,349
3101335764,100,2025-01-19,0
3999992026,200,2025-01-19,0
3977323024,100,2025-03-23,2561654
7762850362,200,2025-01-19,1286
9792646093,200,2025-04-27,2075
8298226150,100,2025-03-02,0
2043333059,100,2025-05-04,0
5262090494,150,2025-04-27,0
8916317446,150,2025-03-23,0
4573175254,150,2025-04-20,2165
2066743302,200,2025-05-04,475
2098287141,150,2025-03-09,0
2568827749,150,2025-01-26,679203
2586875605,200,2025-04-13,0
0647140229,200,2025-04-13,0
9634575457,200,2025-03-23,2334
7120830725,150,2025-04-06,0
9202313960,200,2025-04-20,2706
5841970462,150,2025-04-06,0
8038831643,100,2025-04-06,0
6044719054,100,2025-03-30,142
7399581698,150,2025-04-06,3764165
7797230080,100,2025-03-30,201
0666576542,100,2025-04-20,211
0451107000,150,2025-03-16,0
7725930769,200,2025-04-06,314
2226446134,200,2025-01-26,523
0212271214,150,2025-03-23,287
2323734357,100,2025-03-23,80
2236698181,200,2025-03-09,1841
6610643338,150,2025-01-12,257
4301486012,150,2025-05-25,215
4187754671,200,2025-03-09,0
1873071729,200,2025-03-16,103
9678905627,100,2025-05-04,869533
6727294330,150,2025-05-04,0
2475049048,100,2025-05-18,140
6266526375,200,2025-01-12,464
0519150848,150,2025-01-19,0
2183517112,150,2025-01-19,1470
5656181404,150,2025-04-20,1972
4363177389,100,2025-03-02,276
0724878750,150,2025-03-23,362
0521459844,200,2025-01-05,404
6712824123,100,2025-05-18,0
3434278789,100,2025-01-19,0
3625102567,200,2025-04-06,263
2277569844,100,2025-04-27,920
0478742039,100,2025-04-06,0
9947091962,150,2025-05-25,1379
4658746109,150,2025-04-27,0
3921951630,100,2025-01-19,0
1067261905,150,2025-01-12,0
9573130822,100,2025-05-11,1231
8106839469,100,2025-03-23,0
3373703537,200,2025-04-06,511
8929762299,200,2025-03-09,1716
1335000102,100,2025-03-09,256
1596044431,100,2025-01-19,0
9234419537,200,2025-05-04,1356
5937113394,100,2025-05-25,256
8200486849,100,2025-03-30,269
8394079901,100,2025-03-16,0
9498141033,200,2025-03-30,1391
2743874811,150,2025-04-06,0
5656992925,150,2025-05-25,0
6510810497,150,2025-01-12,0
0699776029,100,2025-01-12,673
2381439113,100,2025-03-23,0
2678253685,200,2025-01-12,574
0886568248,100,2025-04-13,0
6164025578,100,2025-05-04,163
8100350251,100,2025-04-20,170
4827001706,200,2025-05-25,553
9942009360,150,2025-04-06,247
5236825439,150,2025-03-02,247
5534604924,150,2025-05-11,161
9857973790,100,2025-03-02,1032
4551799673,200,2025-05-25,493
2774384240,150,2025-04-13,0
1945256276,150,2025-04-20,0
6325397670,200,2025-05-25,295
6450139315,150,2025-03-16,1412
4107658764,150,2025-01-26,0
5317175417,200,2025-01-19,593
8077397578,100,2025-01-26,615970
9693810500,150,2025-01-26,1112
7648514452,100,2025-01-19,359151
1279477699,100,2025-05-25,1436
7582357962,150,2025-01-05,0
2187967499,100,2025-04-13,0
8176257779,150,2025-05-11,336
5253424491,200,2025-03-02,325
0578308208,150,2025-04-27,385
6481249735,200,2025-01-26,2831
3010101945,150,2025-03-02,0
5455689325,100,2025-01-05,164
7078911841,200,2025-04-13,308
0626869929,150,2025-01-12,219
8288131111,100,2025-05-11,811
4602915644,100,2025-03-02,886
5269597775,200,2025-03-16,0
3220392777,200,2025-01-05,311
1430158252,150,2025-04-13,292
3971312661,100,2025-03-02,145
4720400486,200,2025-03-23,1087954
4532927799,150,2025-04-13,382
6721654513,200,2025-05-04,0
1975188073,200,2025-05-18,521
8770388766,150,2025-05-11,0
0189089517,150,2025-05-18,1966
7103296016,200,2025-04-27,0
7078069088,100,2025-04-13,0
7250232726,100,2025-04-13,285
0072625299,150,2025-05-18,250
9558949794,200,2025-04-27,170
6189470019,150,2025-01-19,172
3476185922,200,2025-05-11,375
6340534634,150,2025-01-26,0
9296286578,150,2025-05-18,0
7944044085,100,2025-04-06,140
8481799363,200,2025-05-18,584803
8390722121,150,2025-04-06,0
3884998002,200,2025-04-27,4622466
8052029619,150,2025-04-13,312
2170432265,100,2025-05-25,1434
9804366935,100,2025-01-12,0
1529509827,200,2025-05-18,473
1250144633,100,2025-01-05,87
7766924369,150,2025-04-13,237
6302515440,200,2025-05-11,447
7786179972,100,2025-03-02,0
6000945377,200,2025-05-25,340
5662552709,100,2025-05-04,144
3665164873,150,2025-01-19,0
6477798413,200,2025-01-12,517063
7106662274,150,2025-03-30,361
8592278329,150,2025-05-25,215
2031863704,150,2025-03-09,243
2097037598,200,2025-05-04,0
6037276355,150,2025-03-02,441
1861159028,100,2025-04-13,273
6045778100,150,2025-03-23,424
2576883913,100,2025-04-20,0
8697161614,200,2025-01-26,402
8775425092,200,2025-04-06,172
6583622708,150,2025-01-12,0
8061874972,100,2025-03-16,0
3687424464,200,2025-05-11,0
0327276903,150,2025-03-23,285
5530356366,200,2025-04-13,0
6991644605,150,2025-05-11,963
0085591007,100,2025-04-06,50
3484823047,200,2025-05-11,416
9517944182,200,2025-01-12,153
8011930287,200,2025-04-27,0
9957986396,200,2025-04-20,324
2031441461,150,2025-01-26,1141
4334871145,200,2025-03-30,0
9434255978,100,2025-03-16,890
8486352640,150,2025-05-11,4012593
3221941719,100,2025-03-16,0
7669037691,200,2025-04-27,74
6703351620,150,2025-05-25,224
5156366450,150,2025-04-20,286
4324360627,100,2025-03-09,282
3466864828,100,2025-04-20,1155
3711149701,200,2025-05-25,420
3229666043,100,2025-04-27,0
7972327639,150,2025-01-19,61
7494470654,100,2025-04-27,234
6988195055,100,2025-04-06,135
0193024434,150,2025-01-26,295
0287274781,100,2025-03-02,203
3302742875,100,2025-05-04,1266437
6831202385,200,2025-01-05,0
1377369769,150,2025-03-23,439
4132473732,200,2025-05-11,493
6028030692,200,2025-01-05,417
5614948481,100,2025-04-20,0
3358169925,200,2025-03-30,419
8644750865,200,2025-04-27,522
4386333747,100,2025-04-20,0
6682683978,150,2025-04-20,3424407
5213464333,100,2025-04-13,276
0850324283,150,2025-01-19,196
9573788893,200,2025-01-19,0
