5858392177,150,2025-03-30,318
2534379007,200,2025-03-16,51
4468956448,200,2025-05-18,306
0663461426,100,2025-04-27,815
7482731393,100,2025-05-04,148
1879824368,200,2025-01-19,0
8561939825,150,2025-04-06,0
9759032958,200,2025-01-19,430
1962416648,100,2025-05-25,1091
2524937293,150,2025-01-05,260
3794444170,150,2025-04-20,414
6019506754,150,2025-05-18,0
5423460036,200,2025-03-09,585
0348350147,200,2025-01-12,347
5144261841,200,2025-05-04,1318
8740206896,100,2025-01-19,280
4617866168,150,2025-03-16,0
2775705750,150,2025-04-27,0
2792940303,150,2025-05-18,0
8664961376,100,2025-01-19,1116
8391536850,100,2025-05-18,0
7002886362,150,2025-05-11,309
2644667705,100,2025-03-09,0
0807230756,200,2025-05-25,355
0140844932,200,2025-05-25,147
4316123783,100,2025-01-19,160
1289557680,100,2025-04-27,0
7359237374,150,2025-04-20,319
4137790466,100,2025-01-26,0
6140557934,100,2025-01-26,0
6506225427,200,2025-01-12,0
6355491586,100,2025-04-20,0
8016139536,150,2025-03-30,269
7128591898,200,2025-05-04,0
7162724338,100,2025-05-04,244
4135792568,100,2025-01-19,410560
2063903321,100,2025-03-02,0
9734194088,200,2025-05-25,0
8460140249,200,2025-01-19,503
5172715850,150,2025-05-25,416
8881102915,100,2025-05-18,291
0554565602,150,2025-01-26,1364
1668148250,200,2025-05-04,2381362
1441802152,100,2025-03-30,0
5110794967,150,2025-05-18,0
2297408100,100,2025-04-27,243
8304131941,150,2025-01-12,0
1745915517,200,2025-05-18,331
7211342282,150,2025-03-30,261
2690107465,100,2025-03-23,0
3682716395,150,2025-04-27,0
7980236774,150,2025-03-30,254
7257340303,150,2025-03-09,304
2804674992,100,2025-01-05,0
4584176970,200,2025-04-06,2839
6937158394,200,2025-05-18,0
7886679833,150,2025-03-30,221
1031229169,100,2025-01-26,0
7455546980,150,2025-01-05,387
3258735967,100,2025-04-27,158
8658574706,100,2025-01-26,254
2499591242,200,2025-04-13,2337
0448153230,100,2025-04-06,263
7300383586,200,2025-01-26,532
8470234848,200,2025-01-19,417
1831173398,100,2025-01-05,265
1762497974,200,2025-04-27,412
4421884224,150,2025-05-11,128
7450225483,200,2025-01-12,581
6813345108,200,2025-03-23,0
9915902101,150,2025-04-06,984
8998936712,200,2025-01-05,0
8276290706,150,2025-03-16,2066162
7621557937,150,2025-03-16,253
8530009420,100,2025-03-02,0
